query,entrezgene,name,symbol,alias,taxid,MGI
PEX14,56273,peroxisomal biogenesis factor 14,Pex14,"Pex14p, R75137",10090,MGI:1927868
PEX6,224824,peroxisomal biogenesis factor 6,Pex6,"AI132582, D130055I09Rik, PAF-2",10090,MGI:2385054
PF4,56744,platelet factor 4,Pf4,"Cxcl4, Scyb4",10090,MGI:1888711
PFDN5,56612,prefoldin 5,Pfdn5,"1190001O17Rik, 1700010A06Rik, D15Ertd697e, Eig1, MM-1",10090,MGI:1928753
PFDN6,14976,prefoldin subunit 6,Pfdn6,"H-2Ke2, H2-Ke2, Ke-2",10090,MGI:95908
PFKFB4,270198,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4",Pfkfb4,C230090D14,10090,MGI:2687284
PFKL,18641,"phosphofructokinase, liver, B-type",Pfkl,"AA407869, ATP-PFK, PFK-B, PFK-L",10090,MGI:97547
PFKM,18642,"phosphofructokinase, muscle",Pfkm,"AI131669, ATP-PFK, PFK-A, PFK-M, Pfk-4",10090,MGI:97548
PFKP,56421,"phosphofructokinase, platelet",Pfkp,"1200015H23Rik, 9330125N24Rik, ATP-PFK, PFK-C, PFK-P",10090,MGI:1891833
PFN1,18643,profilin 1,Pfn1,Pfn,10090,MGI:97549
PGAM5,72542,phosphoglycerate mutase family member 5,Pgam5,2610528A17Rik,10090,MGI:1919792
TMEM8,60455,post-glycosylphosphatidylinositol attachment to proteins 6,Pgap6,"AW490096, GPI-PLA2, M83, Rxylt1, Tmem8",10090,MGI:1926283
PGM2L1,70974,phosphoglucomutase 2-like 1,Pgm2l1,"4931406N15Rik, AI553438, BM32A",10090,MGI:1918224
PGP,67078,phosphoglycolate phosphatase,Pgp,"1700012G19Rik, AI481330, AUM, G3PP",10090,MGI:1914328
PGS1,74451,phosphatidylglycerophosphate synthase 1,Pgs1,"2610019F11Rik, 4933424M23Rik, SAF",10090,MGI:1921701
PHC2,54383,polyhomeotic 2,Phc2,"A3galt2, AA415044, D130050K19Rik, D4Ertd810e, Edr2",10090,MGI:1860454
PHEX,18675,"phosphate regulating endopeptidase homolog, X-linked",Phex,"Gy, HPDR, HPDR1, Hyp, PEX",10090,MGI:107489
PHF1,21652,PHD finger protein 1,Phf1,"AW557215, D17Ertd455e, Pcl1, Phf2, Tctex3",10090,MGI:98647
PHF19,74016,PHD finger protein 19,Phf19,"3110009G19Rik, 3321402G02Rik",10090,MGI:1921266
PHF5A,68479,PHD finger protein 5A,Phf5a,1110007B08Rik,10090,MGI:2156864
PHGDH,236539,3-phosphoglycerate dehydrogenase,Phgdh,"3-PGDH, 3PGDH, 4930479N23, A10, PGAD",10090,MGI:1355330
PHLDA3,27280,"pleckstrin homology like domain, family A, member 3",Phlda3,Tih1,10090,MGI:1351485
PHLDB1,102693,"pleckstrin homology like domain, family B, member 1",Phldb1,"AU041016, D330037A14Rik, Ll5a",10090,MGI:2143230
PHLPP2,244650,PH domain and leucine rich repeat protein phosphatase 2,Phlpp2,"AI481772, C130044A18Rik, Phlppl",10090,MGI:2444928
PHOSPHO1,237928,"phosphatase, orphan 1",Phospho1,"D11Moh36, Phospo1",10090,MGI:2447348
PHRF1,101471,PHD and ring finger domains 1,Phrf1,AA673488,10090,MGI:2141847
PHYHIP,105653,phytanoyl-CoA hydroxylase interacting protein,Phyhip,"AW049870, C630010D02Rik, Lnap1ip, PAHX-AP#1, PAHX-AP1",10090,MGI:1860417
PI4K2A,84095,phosphatidylinositol 4-kinase type 2 alpha,Pi4k2a,Pi4k2,10090,MGI:1934031
PIAS3,229615,protein inhibitor of activated STAT 3,Pias3,Pias3l,10090,MGI:1913126
PICK1,18693,protein interacting with C kinase 1,Pick1,Prkcabp,10090,MGI:894645
PIEZO1,234839,piezo-type mechanosensitive ion channel component 1,Piezo1,"9630020g22, Fam38a, mKIAA0233",10090,MGI:3603204
PIF1,208084,PIF1 5'-to-3' DNA helicase,Pif1,"4631410M14, AI449441",10090,MGI:2143057
PIH1D1,68845,PIH1 domain containing 1,Pih1d1,"1110061L23Rik, 4933413A04Rik, Nop17",10090,MGI:1916095
PIK3R5,320207,phosphoinositide-3-kinase regulatory subunit 5,Pik3r5,"AV230647, F730038I15Rik, Foap2, p101",10090,MGI:2443588
PIM3,223775,proviral integration site 3,Pim3,"BC026639, Kid1",10090,MGI:1355297
FAM64A,109212,PICALM interacting mitotic regulator,Pimreg,"2610008F03Rik, 6720460F02Rik, AI115087, CATS, Fam64a",10090,MGI:1924434
PIP4K2C,117150,"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma",Pip4k2c,Pip5k2c,10090,MGI:2152214
PITPNA,18738,"phosphatidylinositol transfer protein, alpha",Pitpna,"Pitpn, vb, vibrator",10090,MGI:99887
PITPNM1,18739,"phosphatidylinositol transfer protein, membrane-associated 1",Pitpnm1,"DRES9, Mpt-1, Nir-2, PITPnm 1, Pitpnm",10090,MGI:1197524
PITX1,18740,paired-like homeodomain transcription factor 1,Pitx1,"Bft, P-OTX, Potx, Ptx1",10090,MGI:107374
PKD1,18763,"polycystin 1, transient receptor potential channel interacting",Pkd1,"PC1, mFLJ00285",10090,MGI:97603
PKDCC,106522,"protein kinase domain containing, cytoplasmic",Pkdcc,"AI115348, AW548124, Adtk1, ESTM17, MAd1",10090,MGI:2147077
PKHD1L1,192190,polycystic kidney and hepatic disease 1-like 1,Pkhd1l1,"AB055648, PKHDL1",10090,MGI:2183153
PKM,18746,"pyruvate kinase, muscle",Pkm,"AA414905, AL024370, AL024424, Pk-2, Pk-3",10090,MGI:97591
PKMYT1,268930,"protein kinase, membrane associated tyrosine/threonine 1",Pkmyt1,"6230424P17, AW209059, Myt1",10090,MGI:2137630
PKN3,263803,protein kinase N3,Pkn3,"AW209115, BC034126",10090,MGI:2388285
PKNOX1,18771,Pbx/knotted 1 homeobox,Pknox1,"D17Wsu76e, PREP1",10090,MGI:1201409
PKNOX2,208076,Pbx/knotted 1 homeobox 2,Pknox2,"D230005H23Rik, Prep2",10090,MGI:2445415
PKP1,18772,plakophilin 1,Pkp1,,10090,MGI:1328359
PLA2G4C,232889,"phospholipase A2, group IVC (cytosolic, calcium-independent)",Pla2g4c,D7Ertd445e,10090,MGI:1196403
PLA2G6,53357,"phospholipase A2, group VI",Pla2g6,"BB112799, PNPLA9, iPLA(2)beta, iPLA2, iPLA2beta",10090,MGI:1859152
PLAT,18791,"plasminogen activator, tissue",Plat,"AU020998, AW212668, D8Ertd2e, tPA",10090,MGI:97610
PLEC,18810,plectin,Plec,"AA591047, AU042537, EBS1, PCN, PLTN",10090,MGI:1277961
PLEKHA4,69217,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4",Plekha4,"2410005C22Rik, C88169, Pepp1",10090,MGI:1916467
PLEKHA7,233765,"pleckstrin homology domain containing, family A member 7",Plekha7,A430081P20Rik,10090,MGI:2445094
PLEKHF1,72287,"pleckstrin homology domain containing, family F (with FYVE domain) member 1",Plekhf1,"1810013P09Rik, APPD, LAPF, PHAFIN1, ZFYVE15",10090,MGI:1919537
PLEKHG4,102075,"pleckstrin homology domain containing, family G (with RhoGef domain) member 4",Plekhg4,"4931414L13Rik, AI448583",10090,MGI:2142544
PLEKHG5,269608,"pleckstrin homology domain containing, family G (with RhoGef domain) member 5",Plekhg5,"BC023181, Syx",10090,MGI:2652860
PLEKHG6,213522,"pleckstrin homology domain containing, family G (with RhoGef domain) member 6",Plekhg6,"BC026778, Gm155",10090,MGI:2682298
PLEKHH2,213556,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 2",Plekhh2,"AI256725, E030001K05, mKIAA2028",10090,MGI:2146813
PLEKHH3,217198,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 3",Plekhh3,BC020025,10090,MGI:2384950
PLEKHN1,231002,"pleckstrin homology domain containing, family N member 1",Plekhn1,"BC025458, Clpabp",10090,MGI:2387630
PLEKHO2,102595,"pleckstrin homology domain containing, family O member 2",Plekho2,"AI840980, Plekhq1",10090,MGI:2143132
PLIN2,11520,perilipin 2,Plin2,"AA407157, ADPH, Adfp, Adrp",10090,MGI:87920
PLK1,18817,polo like kinase 1,Plk1,"Plk, STPK13",10090,MGI:97621
PLOD2,26432,"procollagen lysine, 2-oxoglutarate 5-dioxygenase 2",Plod2,"D530025C14Rik, LH2, Plod-2",10090,MGI:1347007
PLOD3,26433,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3",Plod3,"AI414586, LH3",10090,MGI:1347008
PLP2,18824,proteolipid protein 2,Plp2,mIMA4,10090,MGI:1298382
PPAP2A,19012,phospholipid phosphatase 1,Plpp1,"Hic53, Hpic53, LPP-1, LPP1, PAP-2a",10090,MGI:108412
PPAP2C,50784,phospholipid phosphatase 2,Plpp2,"Lpp2, PAP2-G, PAP2-gamma, PAP2c, Ppap2c",10090,MGI:1354945
PPAP2B,67916,phospholipid phosphatase 3,Plpp3,"1110003O22Rik, 2610002D05Rik, AV025606, D4Bwg0538e, D4Bwg1535e",10090,MGI:1915166
PPAPDC2,74411,phospholipid phosphatase 6,Plpp6,"4932443D16Rik, Ppapdc2",10090,MGI:1921661
PLSCR1,22038,phospholipid scramblase 1,Plscr1,"MmTRA1a, MmTRA1b, Nor1, Tra1, Tra1a",10090,MGI:893575
PLSCR2,18828,phospholipid scramblase 2,Plscr2,,10090,MGI:1270860
PLSCR3,70310,phospholipid scramblase 3,Plscr3,"2210403O21Rik, 2610037N06Rik, ESTM3, X83310",10090,MGI:1917560
PLTP,18830,phospholipid transfer protein,Pltp,"Bpife, OD107",10090,MGI:103151
PLVAP,84094,plasmalemma vesicle associated protein,Plvap,"MECA32, Pv1",10090,MGI:1890497
PLXDC1,72324,plexin domain containing 1,Plxdc1,"2410003I07Rik, AI848450, Tem7",10090,MGI:1919574
PLXNA2,18845,plexin A2,Plxna2,"2810428A13Rik, AA589422, AW457381, OCT, PlexA2",10090,MGI:107684
PLXNA3,18846,plexin A3,Plxna3,"PlexA3, Plxa3, Plxn3, Plxn4, SEX",10090,MGI:107683
PLXNB2,140570,plexin B2,Plxnb2,"Debt, plexin-B2",10090,MGI:2154239
PLXNB3,140571,plexin B3,Plxnb3,"AI451018, Plxn6",10090,MGI:2154240
PLXND1,67784,plexin D1,Plxnd1,"6230425C21Rik, b2b1863Clo, b2b553Clo",10090,MGI:2154244
PMF1,67037,polyamine-modulated factor 1,Pmf1,"2600009M07Rik, AL033286, AW060657",10090,MGI:1914287
PMM1,29858,phosphomannomutase 1,Pmm1,C77612,10090,MGI:1353418
PMP22,18858,peripheral myelin protein 22,Pmp22,"Gas-3, HNPP, PMP-22, TRE002, Tr",10090,MGI:97631
PNLIPRP2,18947,pancreatic lipase-related protein 2,Pnliprp2,PLRP2,10090,MGI:1336202
POC1B,382406,POC1 centriolar protein B,Poc1b,"4933430F16Rik, Wdr51b",10090,MGI:1918511
POLA2,18969,"polymerase (DNA directed), alpha 2",Pola2,AI573378,10090,MGI:99690
POLD1,18971,"polymerase (DNA directed), delta 1, catalytic subunit",Pold1,125kDa,10090,MGI:97741
POLD2,18972,"polymerase (DNA directed), delta 2, regulatory subunit",Pold2,"50kDa, p50, po1D2",10090,MGI:1097163
POLD3,67967,"polymerase (DNA-directed), delta 3, accessory subunit",Pold3,"2410142G14Rik, C85233, P66, P68",10090,MGI:1915217
POLD4,69745,"polymerase (DNA-directed), delta 4",Pold4,"2410012M21Rik, AI463381, AW060307, Polds, p12",10090,MGI:1916995
POLDIP3,73826,"polymerase (DNA-directed), delta interacting protein 3",Poldip3,"1110008P04Rik, AA408269, AL022852, C77954, PDIP46",10090,MGI:1921076
POLE,18973,"polymerase (DNA directed), epsilon",Pole,,10090,MGI:1196391
POLE2,18974,"polymerase (DNA directed), epsilon 2 (p59 subunit)",Pole2,,10090,MGI:1197514
POLG,18975,"polymerase (DNA directed), gamma",Polg,"AA409516, PolgA",10090,MGI:1196389
POLH,80905,"polymerase (DNA directed), eta (RAD 30 related)",Polh,"RAD30A, XPV",10090,MGI:1891457
POLM,54125,"polymerase (DNA directed), mu",Polm,"AI462166, B230309I03Rik, Tdt-N",10090,MGI:1860191
ZNRD1,66136,RNA polymerase I subunit H,Polr1h,"1110014N07Rik, Rpa12, Znrd1",10090,MGI:1913386
POLR2E,66420,polymerase (RNA) II (DNA directed) polypeptide E,Polr2e,"2410021N14Rik, 25kDa, AW208866, RPB5, XAP4",10090,MGI:1913670
POLR2F,69833,polymerase (RNA) II (DNA directed) polypeptide F,Polr2f,"1810060D16Rik, RPB6",10090,MGI:1349393
POLR3H,78929,polymerase (RNA) III (DNA directed) polypeptide H,Polr3h,"5031409G22Rik, RPC8",10090,MGI:1926179
POM121,107939,nuclear pore membrane protein 121,Pom121,"2610027A18Rik, C80273, mKIAA0618",10090,MGI:2137624
PON3,269823,paraoxonase 3,Pon3,"2810004E20, AI786302",10090,MGI:106686
POP1,67724,"processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae)",Pop1,4932434G09Rik,10090,MGI:1914974
PORCN,53627,porcupine O-acyltransferase,Porcn,"2410004O13Rik, AW045557, DXHXS7465e, Mg61, Mporc",10090,MGI:1890212
PPAN,235036,peter pan homolog,Ppan,"A230087P06Rik, SSF1",10090,MGI:2178445
PPARD,19015,peroxisome proliferator activator receptor delta,Ppard,"NUC-1, NUC1, Nr1c2, PPAR-beta, PPAR-delta",10090,MGI:101884
PPFIA4,68507,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4",Ppfia4,"100042382, 1110008G13Rik, AI448359, AI852265, C81506",10090,MGI:1915757
PPFIBP1,67533,"PTPRF interacting protein, binding protein 1 (liprin beta 1)",Ppfibp1,"4632409B19Rik, AW214454, AW261454",10090,MGI:1914783
PPIC,19038,peptidylprolyl isomerase C,Ppic,CyP-20c,10090,MGI:97751
PPIL1,68816,peptidylprolyl isomerase (cyclophilin)-like 1,Ppil1,"1110060O10Rik, AI327391, Cypl1",10090,MGI:1916066
PPL,19041,periplakin,Ppl,AW553870,10090,MGI:1194898
PPM1M,67905,protein phosphatase 1M,Ppm1m,"2810423O19Rik, AW610647, C77250, PP2Ceta",10090,MGI:1915155
PPP1CA,19045,protein phosphatase 1 catalytic subunit alpha,Ppp1ca,"Ppp1c, dism2",10090,MGI:103016
PPP1R10,52040,"protein phosphatase 1, regulatory subunit 10",Ppp1r10,"2610025H06Rik, Cat53, D17Ertd808e, Fb19, Pnuts",10090,MGI:1289273
PPP1R11,76497,"protein phosphatase 1, regulatory inhibitor subunit 11",Ppp1r11,"1500041B02Rik, AV117883, Hcgv, Tcte5, Tctex-5",10090,MGI:1923747
PPP1R15A,17872,"protein phosphatase 1, regulatory subunit 15A",Ppp1r15a,"9630030H21, Gadd34, Myd116",10090,MGI:1927072
PPP1R16A,73062,"protein phosphatase 1, regulatory subunit 16A",Ppp1r16a,"2900084E10Rik, Mypt3, R75527",10090,MGI:1920312
PPP1R18,76448,"protein phosphatase 1, regulatory subunit 18",Ppp1r18,"2310014H01Rik, AA407849, AI450394",10090,MGI:1923698
PPP1R26,241289,"protein phosphatase 1, regulatory subunit 26",Ppp1r26,"Gm347, Kiaa0649, mKIAA0649",10090,MGI:2685193
PPP1R3B,244416,"protein phosphatase 1, regulatory subunit 3B",Ppp1r3b,"6430576E21, AW821953, GL, PTG",10090,MGI:2177268
PPP1R9B,217124,"protein phosphatase 1, regulatory subunit 9B",Ppp1r9b,"SPL, Spn",10090,MGI:2387581
PPP2R1A,51792,"protein phosphatase 2, regulatory subunit A, alpha",Ppp2r1a,"6330556D22Rik, PP2A, PR65",10090,MGI:1926334
PPP2R5D,21770,"protein phosphatase 2, regulatory subunit B', delta",Ppp2r5d,"B'delta, TEG-271, Tex271",10090,MGI:2388481
PPP3CA,19055,"protein phosphatase 3, catalytic subunit, alpha isoform",Ppp3ca,"2900074D19Rik, CN, Caln, Calna, CnA",10090,MGI:107164
PPP4C,56420,"protein phosphatase 4, catalytic subunit",Ppp4c,"1110002D08Rik, AU016079, PP-X, PP4C, Ppx",10090,MGI:1891763
PPP4R1,70351,"protein phosphatase 4, regulatory subunit 1",Ppp4r1,"3110001J10Rik, Pp4r1",10090,MGI:1917601
PPP5C,19060,"protein phosphatase 5, catalytic subunit",Ppp5c,"AU020526, PP5",10090,MGI:102666
PPP6R2,71474,"protein phosphatase 6, regulatory subunit 2",Ppp6r2,"1110033O10Rik, 8430411H09Rik, B230107H12Rik, Pp6r2, Saps2",10090,MGI:1918724
PPRC1,226169,"peroxisome proliferative activated receptor, gamma, coactivator-related 1",Pprc1,"A930018M19, BC013720, PRC, mKIAA0595",10090,MGI:2385096
PRAF2,54637,PRA1 domain family 2,Praf2,"AA986329, C78013, DXImx39e, JM4, Sfc20",10090,MGI:1859607
D8ERTD82E,244418,PEAK1 related kinase activating pseudokinase 1,Prag1,"9830148H23, D8Ertd82e, NACK, Sgk223, mFLJ00269",10090,MGI:1196223
PRC1,233406,protein regulator of cytokinesis 1,Prc1,D7Ertd348e,10090,MGI:1858961
PRDX4,53381,peroxiredoxin 4,Prdx4,"AOE372, Prx-iv, Prx4, TRANK",10090,MGI:1859815
PRDX5,54683,peroxiredoxin 5,Prdx5,"AOEB166, AOPP, PLP, Pmp20, Prdx6",10090,MGI:1859821
PRELID1,66494,PRELI domain containing 1,Prelid1,"2610524G07Rik, Preli",10090,MGI:1913744
PRELP,116847,proline arginine-rich end leucine-rich repeat,Prelp,"7330409J17Rik, SLRR2A",10090,MGI:2151110
PRICKLE2,243548,prickle planar cell polarity protein 2,Prickle2,"6230400G14Rik, 6720451F06Rik, mpk2",10090,MGI:1925144
PRKAA1,105787,"protein kinase, AMP-activated, alpha 1 catalytic subunit",Prkaa1,"AI194361, AI450832, AL024255, AMPKalpha1, C130083N04Rik",10090,MGI:2145955
PRKAB1,19079,"protein kinase, AMP-activated, beta 1 non-catalytic subunit",Prkab1,"1300015D22Rik, AU021155, E430008F22",10090,MGI:1336167
PRKAB2,108097,"protein kinase, AMP-activated, beta 2 non-catalytic subunit",Prkab2,"5730553K21Rik, AW049591, BB124140",10090,MGI:1336185
PRKAG1,19082,"protein kinase, AMP-activated, gamma 1 non-catalytic subunit",Prkag1,"AA571379, BB036179, Prkaac",10090,MGI:108411
PRKCD,18753,"protein kinase C, delta",Prkcd,"AI385711, D14Ertd420e, PKC[d], PKCdelta, Pkcd",10090,MGI:97598
PRKCE,18754,"protein kinase C, epsilon",Prkce,"5830406C15Rik, PKC[e], PKCepsilon, Pkce, R75156",10090,MGI:97599
PRKCG,18752,"protein kinase C, gamma",Prkcg,"PKCgamma, Pkcc, Prkcc",10090,MGI:97597
PRKG2,19092,"protein kinase, cGMP-dependent, type II",Prkg2,"AW212535, CGKII, Prkgr2, cGK-II",10090,MGI:108173
PRMT1,15469,protein arginine N-methyltransferase 1,Prmt1,"6720434D09Rik, AW214366, Hrmt1l2, Mrmt1",10090,MGI:107846
PRNP,19122,prion protein,Prnp,"AA960666, AI325101, CD230, PrP, PrP<C>",10090,MGI:97769
PROSER2,227545,proline and serine rich 2,Proser2,"5430407P10Rik, AU067770",10090,MGI:2442238
PRPF40B,54614,pre-mRNA processing factor 40B,Prpf40b,"2610317D23Rik, Hypc",10090,MGI:1925583
PRPH,19132,peripherin,Prph,Prph1,10090,MGI:97774
PRR13,66151,proline rich 13,Prr13,"1110020C13Rik, 2010324E22Rik",10090,MGI:1913401
PRR14,233895,proline rich 14,Prr14,BC006909,10090,MGI:2384565
PRR15L,217138,proline rich 15-like,Prr15l,"Atad4, BC022765, E230006A12Rik",10090,MGI:2387599
PRR3,75210,proline-rich polypeptide 3,Prr3,"4930540G07Rik, Cat56",10090,MGI:1922460
PRR7,432763,proline rich 7 (synaptic),Prr7,XM_484263,10090,MGI:3487246
PRRC2A,53761,proline-rich coiled-coil 2A,Prrc2a,"3110039B05Rik, Bat-2, Bat2, D17H6S51E, G2",10090,MGI:1915467
PRRG3,208748,proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane),Prrg3,Gm368,10090,MGI:2685214
PRRX2,20204,paired related homeobox 2,Prrx2,"Prx2, S8",10090,MGI:98218
PRSS12,19142,"protease, serine 12 neurotrypsin (motopsin)",Prss12,"Bssp-3, motopsin",10090,MGI:1100881
PRSS22,70835,"protease, serine 22",Prss22,"4733401N09Rik, BSSP-4, SP001LA",10090,MGI:1918085
PRUNE2,353211,prune homolog 2,Prune2,"6330414G02Rik, A230083H22Rik, A330102H22Rik, Bmcc1, Olfaxin",10090,MGI:1925004
PSAP,19156,prosaposin,Psap,"AI037048, SGP-1",10090,MGI:97783
PSAT1,107272,phosphoserine aminotransferase 1,Psat1,"D8Ertd814e, EPIP, PSA, Psat",10090,MGI:2183441
PSCA,72373,prostate stem cell antigen,Psca,2210408B04Rik,10090,MGI:1919623
PSD,73728,pleckstrin and Sec7 domain containing,Psd,"1110007H17Rik, A930015K15, Efa6, Efa6a, Psdl",10090,MGI:1920978
PSMG4,69666,"proteasome (prosome, macropain) assembly chaperone 4",Psmg4,"PAC-4, mPAC4",10090,MGI:1916916
PSPC1,66645,paraspeckle protein 1,Pspc1,"5730470C09Rik, AI327109, AI449052, PSP1",10090,MGI:1913895
PSTPIP1,19200,proline-serine-threonine phosphatase-interacting protein 1,Pstpip1,"CD2BP1, def-2",10090,MGI:1321396
PTCH1,19206,patched 1,Ptch1,"A230106A15Rik, Ptc, Ptc1, Ptch, mes",10090,MGI:105373
PTGDS,19215,prostaglandin D2 synthase (brain),Ptgds,"21kDa, L-PGDS, PGD2, PGDS, PGDS2",10090,MGI:99261
PTGER4,19219,prostaglandin E receptor 4 (subtype EP4),Ptger4,"EP4, Ptgerep4",10090,MGI:104311
PTGES,64292,prostaglandin E synthase,Ptges,"2410099E23Rik, D2Ertd369e, Pges, mPGES, mPGES-1",10090,MGI:1927593
PTGES3L,73635,prostaglandin E synthase 3 like,Ptges3l,"1110069E20Rik, 1700113I22Rik",10090,MGI:1916146
PTGFRN,19221,prostaglandin F2 receptor negative regulator,Ptgfrn,"4833445A08Rik, AU042434, CD9P-1, EWI-F, FPRP",10090,MGI:1277114
PTGIR,19222,prostaglandin I receptor (IP),Ptgir,"IP, PGI2",10090,MGI:99535
PTGIS,19223,prostaglandin I2 (prostacyclin) synthase,Ptgis,"Cyp8, Cyp8a1, Pgis",10090,MGI:1097156
PTGS1,19224,prostaglandin-endoperoxide synthase 1,Ptgs1,"COX1, Cox-1, Cox-3, PGHS-1, PHS 1",10090,MGI:97797
PTHLH,19227,parathyroid hormone-like peptide,Pthlh,"PLP, PTH-like, Pthrp",10090,MGI:97800
PTK2,14083,PTK2 protein tyrosine kinase 2,Ptk2,"FADK 1, FAK, FRNK, Fadk, p125FAK",10090,MGI:95481
PTK7,71461,PTK7 protein tyrosine kinase 7,Ptk7,"8430404F20Rik, chz, mPTK7/CCK4",10090,MGI:1918711
PTMS,69202,parathymosin,Ptms,2610009E16Rik,10090,MGI:1916452
PTN,19242,pleiotrophin,Ptn,"HARP, HB-GAM, HBBM, HBBN, HBGF-8",10090,MGI:97804
PTPDC1,218232,protein tyrosine phosphatase domain containing 1,Ptpdc1,"AI843923, AW456874, Naa-1, Ptpcd1",10090,MGI:2145430
PTPN13,19249,"protein tyrosine phosphatase, non-receptor type 13",Ptpn13,"AI324989, PTP-BL, PTPL1, Ptpri, RIP",10090,MGI:103293
PTPN5,19259,"protein tyrosine phosphatase, non-receptor type 5",Ptpn5,Step,10090,MGI:97807
PTPN6,15170,"protein tyrosine phosphatase, non-receptor type 6",Ptpn6,"70Z-SHP, Hcph, PTPTY-42, Ptp1C, SH-PTP1",10090,MGI:96055
PTPRN,19275,"protein tyrosine phosphatase, receptor type, N",Ptprn,"IA-2, mIA-A, mKIAA4064",10090,MGI:102765
PTPRS,19280,"protein tyrosine phosphatase, receptor type, S",Ptprs,"AL022616, PTP, PTP-NU3, PTPNU-3, PTPsigma",10090,MGI:97815
PUF60,67959,poly-U binding splicing factor 60,Puf60,"2410104I19Rik, 2810454F19Rik, SIAHBP1",10090,MGI:1915209
PUS1,56361,pseudouridine synthase 1,Pus1,"A730013B20Rik, MPUS1, mPus1p",10090,MGI:1929237
PUS7L,78895,pseudouridylate synthase 7-like,Pus7l,3000003F02Rik,10090,MGI:1926145
MUM1,68114,"PWWP domain containing 3A, DNA repair factor",Pwwp3a,"2610019J09, 9430059D04Rik, Mum1, UBE-1C2",10090,MGI:1915364
PXDN,69675,peroxidasin,Pxdn,"2310075M15Rik, C85409, E330004E07, VPO1, mKIAA0230",10090,MGI:1916925
PXYLP1,235534,2-phosphoxylose phosphatase 1,Pxylp1,"9430094M07Rik, Acpl2, BB177120, C130099A20Rik",10090,MGI:2442444
PYCR2,69051,"pyrroline-5-carboxylate reductase family, member 2",Pycr2,"1810018M05Rik, P5cr2",10090,MGI:1277956
PYCRL,66194,pyrroline-5-carboxylate reductase-like,Pycrl,"1110058B13Rik, 2700073G24Rik, Pycr3",10090,MGI:1913444
WIBG,78428,"PYM homolog 1, exon junction complex associated factor",Pym1,"A030010B05Rik, Pym, Wibg",10090,MGI:1925678
QSOX1,104009,quiescin Q6 sulfhydryl oxidase 1,Qsox1,"1300003H02Rik, QSOX, Qscn6, SOx, b2b2673Clo",10090,MGI:1330818
R3HDM2,71750,R3H domain containing 2,R3hdm2,"1300003K24Rik, AU041262, mKIAA1002",10090,MGI:1919000
R3HDM4,109284,R3H domain containing 4,R3hdm4,"AI503502, C030046I01Rik",10090,MGI:1924814
RAB11B,19326,"RAB11B, member RAS oncogene family",Rab11b,A730055L17Rik,10090,MGI:99425
RAB11FIP2,74998,RAB11 family interacting protein 2 (class I),Rab11fip2,"4930470G04Rik, A830046J09Rik, AW558126, Nrip11",10090,MGI:1922248
RAB11FIP3,215445,RAB11 family interacting protein 3 (class II),Rab11fip3,"Cart1, D030060O14Rik, Rab11-FIP3, mKIAA0665",10090,MGI:2444431
RAB11FIP5,52055,RAB11 family interacting protein 5 (class I),Rab11fip5,"9130206P09Rik, C75969, D6Ertd32e, GAF1, RIP11",10090,MGI:1098586
RAB13,68328,"RAB13, member RAS oncogene family",Rab13,"0610007N03Rik, B230212B15Rik",10090,MGI:1927232
RAB1B,76308,"RAB1B, member RAS oncogene family",Rab1b,1110011F09Rik,10090,MGI:1923558
RAB26OS,75614,"RAB26, member RAS oncogene family, opposite strand",Rab26os,2610019E17Rik,10090,MGI:1922864
RAB31,106572,"RAB31, member RAS oncogene family",Rab31,"1700093E07Rik, AI415285, Rab22B",10090,MGI:1914603
